team,seasonStartYear,gameNumber,outcome,winOdds,loseOdds
"Denver Nuggets",2017,24,0,+181,-222
"Boston Celtics",2017,26,1,-333,+271
"Dallas Mavericks",2017,25,0,+271,-333
"New York Knicks",2017,24,1,-127,+106
"Memphis Grizzlies",2017,24,0,+106,-127
"Cleveland Cavaliers",2017,25,1,-1000,+643
"Sacramento Kings",2017,24,0,+643,-1000
"Indiana Pacers",2017,25,1,-526,+408
"Chicago Bulls",2017,23,0,+408,-526
"Orlando Magic",2017,26,1,-250,+210
"Atlanta Hawks",2017,24,0,+210,-250
"Portland Trail Blazers",2017,24,0,-233,+194
"Washington Wizards",2017,24,1,+194,-233
"Oklahoma City Thunder",2017,23,1,-357,+279
"Utah Jazz",2017,25,0,+279,-357
"Toronto Raptors",2017,22,1,-1429,+851
"Phoenix Suns",2017,26,0,+851,-1429
"Utah Jazz",2017,24,1,-169,+145
"Washington Wizards",2017,23,0,+145,-169
"Dallas Mavericks",2017,24,1,-135,+112
"Denver Nuggets",2017,23,0,+112,-135
"San Antonio Spurs",2017,24,1,-172,+145
"Detroit Pistons",2017,23,0,+145,-172
"Chicago Bulls",2017,22,0,+353,-455
"Cleveland Cavaliers",2017,24,1,-455,+353
"Memphis Grizzlies",2017,23,1,+125,-149
"Minnesota Timberwolves",2017,25,0,-149,+125
"New Orleans Pelicans",2017,24,0,+333,-417
"Golden State Warriors",2017,25,1,-417,+333
"Atlanta Hawks",2017,23,0,-114,-103
"Brooklyn Nets",2017,23,1,-103,-114
"Boston Celtics",2017,25,1,-200,+167
"Milwaukee Bucks",2017,22,0,+167,-200
"Charlotte Hornets",2017,22,1,-303,+247
"Orlando Magic",2017,25,0,+247,-303
"Indiana Pacers",2017,24,1,-625,+465
"New York Knicks",2017,23,0,+465,-625
"Philadelphia 76ers",2017,23,0,-556,+411
"Phoenix Suns",2017,25,1,+411,-556
"Los Angeles Lakers",2017,23,0,+573,-833
"Houston Rockets",2017,22,1,-833,+573
"Miami Heat",2017,23,0,+421,-556
"Golden State Warriors",2017,24,1,-556,+421
"Minnesota Timberwolves",2017,24,1,-769,+560
"Los Angeles Clippers",2017,22,0,+560,-769
"Oklahoma City Thunder",2017,22,1,-345,+279
"San Antonio Spurs",2017,23,0,+279,-345
"New York Knicks",2017,22,0,+118,-139
"Orlando Magic",2017,24,1,-139,+118
"Portland Trail Blazers",2017,23,0,-303,+247
"New Orleans Pelicans",2017,23,1,+247,-303
"Denver Nuggets",2017,22,1,-167,+144
"Los Angeles Lakers",2017,22,0,+144,-167
"Milwaukee Bucks",2017,21,1,-1000,+695
"Sacramento Kings",2017,23,0,+695,-1000
"Cleveland Cavaliers",2017,23,1,-833,+583
"Memphis Grizzlies",2017,22,0,+583,-833
"Philadelphia 76ers",2017,22,1,-182,+154
"Detroit Pistons",2017,22,0,+154,-182
"Brooklyn Nets",2017,22,0,-200,+168
"Atlanta Hawks",2017,22,1,+168,-200
"Dallas Mavericks",2017,23,1,-189,+161
"Los Angeles Clippers",2017,21,0,+161,-189
"Boston Celtics",2017,24,1,-909,+621
"Phoenix Suns",2017,24,0,+621,-909
"Utah Jazz",2017,23,1,+133,-156
"New Orleans Pelicans",2017,22,0,-156,+133
"Chicago Bulls",2017,21,0,-108,-111
"Sacramento Kings",2017,22,1,-111,-108
"Memphis Grizzlies",2017,21,0,+137,-159
"San Antonio Spurs",2017,22,1,-159,+137
"Miami Heat",2017,22,1,-127,+108
"Charlotte Hornets",2017,21,0,+108,-127
"Oklahoma City Thunder",2017,21,1,-227,+187
"Minnesota Timberwolves",2017,23,0,+187,-227
"Toronto Raptors",2017,21,1,-294,+240
"Indiana Pacers",2017,23,0,+240,-294
"Orlando Magic",2017,23,0,+467,-625
"Golden State Warriors",2017,23,1,-625,+467
"Washington Wizards",2017,22,1,-109,-110
"Detroit Pistons",2017,21,0,-110,-109
"Los Angeles Clippers",2017,20,0,-108,-109
"Utah Jazz",2017,22,1,-109,-108
"Portland Trail Blazers",2017,22,0,-175,+150
"Milwaukee Bucks",2017,20,1,+150,-175
"Denver Nuggets",2017,21,1,-625,+468
"Chicago Bulls",2017,20,0,+468,-625
"Atlanta Hawks",2017,21,0,+269,-333
"Cleveland Cavaliers",2017,22,1,-333,+269
"Boston Celtics",2017,23,1,-357,+290
"Philadelphia 76ers",2017,21,0,+290,-357
"Los Angeles Lakers",2017,21,0,+629,-909
"Golden State Warriors",2017,22,1,-909,+629
"Dallas Mavericks",2017,22,0,-208,+175
"Brooklyn Nets",2017,21,1,+175,-208
"San Antonio Spurs",2017,21,1,-400,+316
"Memphis Grizzlies",2017,20,0,+316,-400
"Houston Rockets",2017,21,1,-714,+519
"Indiana Pacers",2017,22,0,+519,-714
"New Orleans Pelicans",2017,21,0,-244,+204
"Minnesota Timberwolves",2017,22,1,+204,-244
"New York Knicks",2017,21,1,-122,+102
"Miami Heat",2017,21,0,+102,-122
"Toronto Raptors",2017,20,1,-312,+258
"Charlotte Hornets",2017,20,0,+258,-312
"Detroit Pistons",2017,20,1,-714,+529
"Phoenix Suns",2017,23,0,+529,-714
"Orlando Magic",2017,22,1,+199,-244
"Oklahoma City Thunder",2017,20,0,-244,+199
"Philadelphia 76ers",2017,20,1,-286,+236
"Washington Wizards",2017,21,0,+236,-286
"Sacramento Kings",2017,21,0,+214,-263
"Milwaukee Bucks",2017,19,1,-263,+214
"Utah Jazz",2017,21,1,-106,-111
"Denver Nuggets",2017,20,0,-111,-106
"Chicago Bulls",2017,19,0,-116,-101
"Phoenix Suns",2017,22,1,-101,-116
"Minnesota Timberwolves",2017,21,0,-217,+179
"Washington Wizards",2017,20,1,+179,-217
"Cleveland Cavaliers",2017,21,1,-179,+154
"Miami Heat",2017,20,0,+154,-179
"Golden State Warriors",2017,21,0,-909,+641
"Sacramento Kings",2017,20,1,+641,-909
"Los Angeles Clippers",2017,19,1,-189,+159
"Los Angeles Lakers",2017,20,0,+159,-189
"San Antonio Spurs",2017,20,1,-455,+353
"Dallas Mavericks",2017,21,0,+353,-455
"Houston Rockets",2017,20,1,-3333,+1460
"Brooklyn Nets",2017,20,0,+1460,-3333
"Boston Celtics",2017,22,0,-256,+215
"Detroit Pistons",2017,19,1,+215,-256
"New York Knicks",2017,20,0,+106,-123
"Portland Trail Blazers",2017,21,1,-123,+106
"Indiana Pacers",2017,21,1,-189,+160
"Orlando Magic",2017,21,0,+160,-189
"Philadelphia 76ers",2017,19,0,-132,+114
"Cleveland Cavaliers",2017,20,1,+114,-132
"Memphis Grizzlies",2017,19,0,-213,+177
"Brooklyn Nets",2017,19,1,+177,-213
"Chicago Bulls",2017,18,0,+237,-294
"Miami Heat",2017,19,1,-294,+237
"Minnesota Timberwolves",2017,20,1,-667,+493
"Phoenix Suns",2017,21,0,+493,-667
"Sacramento Kings",2017,19,0,+154,-182
"Los Angeles Clippers",2017,18,1,-182,+154
"Utah Jazz",2017,20,1,-112,-105
"Milwaukee Bucks",2017,18,0,-105,-112
"Dallas Mavericks",2017,20,1,+200,-244
"Oklahoma City Thunder",2017,19,0,-244,+200
"Golden State Warriors",2017,20,1,-625,+457
"New Orleans Pelicans",2017,20,0,+457,-625
"Houston Rockets",2017,19,1,-3333,+1489
"New York Knicks",2017,19,0,+1489,-3333
"Indiana Pacers",2017,20,0,+134,-156
"Boston Celtics",2017,21,1,-156,+134
"Atlanta Hawks",2017,20,0,+218,-263
"Toronto Raptors",2017,19,1,-263,+218
"Charlotte Hornets",2017,19,0,-120,+102
"San Antonio Spurs",2017,19,1,+102,-120
"Philadelphia 76ers",2017,18,1,-217,+183
"Orlando Magic",2017,20,0,+183,-217
"Washington Wizards",2017,19,0,-182,+156
"Portland Trail Blazers",2017,20,1,+156,-182
"Golden State Warriors",2017,19,1,-1667,+969
"Chicago Bulls",2017,17,0,+969,-1667
"Denver Nuggets",2017,19,1,-244,+202
"Memphis Grizzlies",2017,18,0,+202,-244
"Phoenix Suns",2017,20,0,+212,-256
"New Orleans Pelicans",2017,19,1,-256,+212
"Cleveland Cavaliers",2017,19,1,-222,+186
"Charlotte Hornets",2017,18,0,+186,-222
"Indiana Pacers",2017,19,1,+112,-132
"Toronto Raptors",2017,18,0,-132,+112
"Minnesota Timberwolves",2017,19,0,-185,+156
"Miami Heat",2017,18,1,+156,-185
"Oklahoma City Thunder",2017,18,0,-385,+304
"Detroit Pistons",2017,18,1,+304,-385
"Atlanta Hawks",2017,19,1,-128,+108
"New York Knicks",2017,18,0,+108,-128
"Boston Celtics",2017,20,1,-294,+239
"Orlando Magic",2017,19,0,+239,-294
"Brooklyn Nets",2017,18,0,+156,-182
"Portland Trail Blazers",2017,19,1,-182,+156
"Sacramento Kings",2017,18,1,-118,-101
"Los Angeles Lakers",2017,19,0,-101,-118
"Phoenix Suns",2017,19,0,+108,-128
"Milwaukee Bucks",2017,17,1,-128,+108
"Utah Jazz",2017,19,1,-400,+321
"Chicago Bulls",2017,16,0,+321,-400
"Houston Rockets",2017,18,1,-417,+321
"Denver Nuggets",2017,18,0,+321,-417
"Memphis Grizzlies",2017,17,0,-227,+188
"Dallas Mavericks",2017,19,1,+188,-227
"Minnesota Timberwolves",2017,18,1,-270,+223
"Orlando Magic",2017,18,0,+223,-270
"New Orleans Pelicans",2017,18,1,-118,-101
"San Antonio Spurs",2017,18,0,-101,-118
"Oklahoma City Thunder",2017,17,1,+185,-222
"Golden State Warriors",2017,18,0,-222,+185
"Atlanta Hawks",2017,18,0,+127,-152
"Los Angeles Clippers",2017,17,1,-152,+127
"Miami Heat",2017,17,1,+104,-125
"Boston Celtics",2017,19,0,-125,+104
"New York Knicks",2017,17,1,+146,-169
"Toronto Raptors",2017,17,0,-169,+146
"Charlotte Hornets",2017,17,1,-143,+121
"Washington Wizards",2017,18,0,+121,-143
"Cleveland Cavaliers",2017,18,1,-714,+533
"Brooklyn Nets",2017,17,0,+533,-714
"Philadelphia 76ers",2017,17,1,-167,+143
"Portland Trail Blazers",2017,18,0,+143,-167
"Los Angeles Lakers",2017,18,1,-222,+186
"Chicago Bulls",2017,15,0,+186,-222
"Sacramento Kings",2017,17,0,+172,-204
"Denver Nuggets",2017,17,1,-204,+172
"Dallas Mavericks",2017,18,0,+227,-286
"Boston Celtics",2017,18,1,-286,+227
"San Antonio Spurs",2017,17,1,-417,+330
"Atlanta Hawks",2017,17,0,+330,-417
"Memphis Grizzlies",2017,16,0,-103,-115
"Portland Trail Blazers",2017,17,1,-115,-103
"Milwaukee Bucks",2017,16,0,-159,+135
"Washington Wizards",2017,17,1,+135,-159
"New Orleans Pelicans",2017,17,1,+119,-139
"Oklahoma City Thunder",2017,16,0,-139,+119
"New York Knicks",2017,16,1,+112,-130
"Los Angeles Clippers",2017,16,0,-130,+112
"Charlotte Hornets",2017,16,1,-139,+118
"Minnesota Timberwolves",2017,17,0,+118,-139
"Detroit Pistons",2017,17,0,+108,-127
"Cleveland Cavaliers",2017,17,1,-127,+108
"Orlando Magic",2017,17,0,-164,+139
"Indiana Pacers",2017,18,1,+139,-164
"Philadelphia 76ers",2017,16,1,-222,+188
"Utah Jazz",2017,18,0,+188,-222
"Los Angeles Lakers",2017,17,1,+171,-204
"Denver Nuggets",2017,16,0,-204,+171
"Phoenix Suns",2017,18,1,-137,+117
"Chicago Bulls",2017,14,0,+117,-137
"Minnesota Timberwolves",2017,16,0,-233,+194
"Detroit Pistons",2017,16,1,+194,-233
"Brooklyn Nets",2017,16,0,+546,-769
"Golden State Warriors",2017,17,1,-769,+546
"Miami Heat",2017,16,0,-217,+183
"Indiana Pacers",2017,17,1,+183,-217
"Toronto Raptors",2017,16,1,-263,+221
"Washington Wizards",2017,16,0,+221,-263
"Portland Trail Blazers",2017,16,1,-833,+573
"Sacramento Kings",2017,16,0,+573,-833
"Dallas Mavericks",2017,17,1,+206,-250
"Milwaukee Bucks",2017,15,0,-250,+206
"Memphis Grizzlies",2017,15,0,+257,-312
"Houston Rockets",2017,17,1,-312,+257
"Atlanta Hawks",2017,16,0,+199,-238
"Boston Celtics",2017,17,1,-238,+199
"Philadelphia 76ers",2017,15,0,+330,-435
"Golden State Warriors",2017,16,1,-435,+330
"Charlotte Hornets",2017,15,1,-200,+171
"Los Angeles Clippers",2017,15,0,+171,-200
"Orlando Magic",2017,16,0,-250,+208
"Utah Jazz",2017,17,1,+208,-250
"Denver Nuggets",2017,15,1,-185,+156
"New Orleans Pelicans",2017,16,0,+156,-185
"Los Angeles Lakers",2017,16,0,-303,+250
"Phoenix Suns",2017,17,1,+250,-303
"Sacramento Kings",2017,15,1,+225,-278
"Portland Trail Blazers",2017,15,0,-278,+225
"Dallas Mavericks",2017,16,0,+200,-244
"Minnesota Timberwolves",2017,15,1,-244,+200
"Chicago Bulls",2017,13,1,+217,-263
"Charlotte Hornets",2017,14,0,-263,+217
"San Antonio Spurs",2017,16,1,+102,-120
"Oklahoma City Thunder",2017,15,0,-120,+102
"Brooklyn Nets",2017,15,1,-128,+108
"Utah Jazz",2017,16,0,+108,-128
"Cleveland Cavaliers",2017,16,1,-270,+220
"Los Angeles Clippers",2017,14,0,+220,-270
"Toronto Raptors",2017,15,1,-333,+264
"New York Knicks",2017,15,0,+264,-333
"Indiana Pacers",2017,16,1,-115,-104
"Detroit Pistons",2017,15,0,-104,-115
"Washington Wizards",2017,15,0,-192,+161
"Miami Heat",2017,15,1,+161,-192
"Phoenix Suns",2017,16,0,+639,-1000
"Houston Rockets",2017,16,1,-1000,+639
"Boston Celtics",2017,16,1,+237,-294
"Golden State Warriors",2017,15,0,-294,+237
"Los Angeles Lakers",2017,15,0,+137,-161
"Philadelphia 76ers",2017,14,1,-161,+137
"Portland Trail Blazers",2017,14,1,-204,+171
"Orlando Magic",2017,15,0,+171,-204
"Charlotte Hornets",2017,13,0,-108,-111
"Cleveland Cavaliers",2017,15,1,-111,-108
"Memphis Grizzlies",2017,14,0,-152,+129
"Indiana Pacers",2017,15,1,+129,-152
"Milwaukee Bucks",2017,14,1,-189,+158
"Detroit Pistons",2017,14,0,+158,-189
"Minnesota Timberwolves",2017,14,1,-196,+164
"San Antonio Spurs",2017,15,0,+164,-196
"New Orleans Pelicans",2017,15,0,-145,+124
"Toronto Raptors",2017,14,1,+124,-145
"Oklahoma City Thunder",2017,14,1,-1000,+676
"Chicago Bulls",2017,12,0,+676,-1000
"Atlanta Hawks",2017,15,1,-208,+173
"Sacramento Kings",2017,14,0,+173,-208
"Miami Heat",2017,14,0,-125,+106
"Washington Wizards",2017,14,1,+106,-125
"New York Knicks",2017,14,1,-172,+146
"Utah Jazz",2017,15,0,+146,-172
"Dallas Mavericks",2017,15,0,+215,-256
"San Antonio Spurs",2017,14,1,-256,+215
"Houston Rockets",2017,15,0,-256,+213
"Toronto Raptors",2017,13,1,+213,-256
"Brooklyn Nets",2017,14,0,+221,-270
"Boston Celtics",2017,15,1,-270,+221
"Golden State Warriors",2017,14,1,-769,+562
"Orlando Magic",2017,14,0,+562,-769
"Los Angeles Clippers",2017,13,0,-132,+110
"Philadelphia 76ers",2017,13,1,+110,-132
"Portland Trail Blazers",2017,13,1,-130,+110
"Denver Nuggets",2017,14,0,+110,-130
"Phoenix Suns",2017,15,0,-116,-103
"Los Angeles Lakers",2017,14,1,-103,-116
"Utah Jazz",2017,14,0,+127,-149
"Minnesota Timberwolves",2017,13,1,-149,+127
"Milwaukee Bucks",2017,13,1,-159,+134
"Memphis Grizzlies",2017,13,0,+134,-159
"New Orleans Pelicans",2017,14,1,-400,+316
"Atlanta Hawks",2017,14,0,+316,-400
"New York Knicks",2017,13,0,+181,-222
"Cleveland Cavaliers",2017,14,1,-222,+181
"Washington Wizards",2017,13,1,-714,+511
"Sacramento Kings",2017,13,0,+511,-714
"Oklahoma City Thunder",2017,13,1,-588,+433
"Dallas Mavericks",2017,14,0,+433,-588
"Indiana Pacers",2017,14,0,+136,-161
"Houston Rockets",2017,14,1,-161,+136
"Detroit Pistons",2017,13,1,-133,+112
"Miami Heat",2017,13,0,+112,-133
"Boston Celtics",2017,14,1,+136,-161
"Toronto Raptors",2017,12,0,-161,+136
"Denver Nuggets",2017,13,1,-370,+292
"Orlando Magic",2017,13,0,+292,-370
"Phoenix Suns",2017,14,1,+378,-500
"Minnesota Timberwolves",2017,12,0,-500,+378
"Utah Jazz",2017,13,1,-294,+238
"Brooklyn Nets",2017,13,0,+238,-294
"Dallas Mavericks",2017,13,0,+200,-244
"Cleveland Cavaliers",2017,13,1,-244,+200
"Golden State Warriors",2017,13,1,-1000,+672
"Philadelphia 76ers",2017,12,0,+672,-1000
"Milwaukee Bucks",2017,12,1,-250,+206
"Los Angeles Lakers",2017,13,0,+206,-250
"San Antonio Spurs",2017,13,1,-556,+421
"Chicago Bulls",2017,11,0,+421,-556
"Houston Rockets",2017,13,1,-278,+229
"Memphis Grizzlies",2017,12,0,+229,-278
"New York Knicks",2017,12,1,-263,+216
"Sacramento Kings",2017,12,0,+216,-263
"New Orleans Pelicans",2017,13,1,-233,+193
"Los Angeles Clippers",2017,12,0,+193,-233
"Washington Wizards",2017,12,1,-526,+395
"Atlanta Hawks",2017,13,0,+395,-526
"Portland Trail Blazers",2017,12,0,-400,+309
"Brooklyn Nets",2017,12,1,+309,-400
"Oklahoma City Thunder",2017,12,1,-217,+181
"Los Angeles Clippers",2017,11,0,+181,-217
"Phoenix Suns",2017,13,0,+139,-161
"Orlando Magic",2017,12,1,-161,+139
"San Antonio Spurs",2017,12,0,-196,+164
"Milwaukee Bucks",2017,11,1,+164,-196
"Utah Jazz",2017,12,0,-149,+127
"Miami Heat",2017,12,1,+127,-149
"Chicago Bulls",2017,10,0,+131,-156
"Indiana Pacers",2017,13,1,-156,+131
"Boston Celtics",2017,13,1,-149,+125
"Charlotte Hornets",2017,12,0,+125,-149
"Detroit Pistons",2017,12,1,-345,+271
"Atlanta Hawks",2017,12,0,+271,-345
"Denver Nuggets",2017,12,1,+110,-128
"Oklahoma City Thunder",2017,11,0,-128,+110
"Sacramento Kings",2017,11,1,+200,-244
"Philadelphia 76ers",2017,11,0,-244,+200
"Houston Rockets",2017,12,1,-217,+179
"Cleveland Cavaliers",2017,12,0,+179,-217
"Toronto Raptors",2017,11,1,-213,+175
"New Orleans Pelicans",2017,12,0,+175,-213
"Washington Wizards",2017,11,1,-526,+397
"Los Angeles Lakers",2017,12,0,+397,-526
"Golden State Warriors",2017,12,1,-357,+280
"Minnesota Timberwolves",2017,11,0,+280,-357
"Phoenix Suns",2017,12,0,+200,-244
"Miami Heat",2017,11,1,-244,+200
"Boston Celtics",2017,12,1,-278,+227
"Los Angeles Lakers",2017,11,0,+227,-278
"Detroit Pistons",2017,11,1,-256,+210
"Indiana Pacers",2017,12,0,+210,-256
"Orlando Magic",2017,11,1,-370,+297
"New York Knicks",2017,11,0,+297,-370
"Portland Trail Blazers",2017,11,0,-141,+121
"Memphis Grizzlies",2017,11,1,+121,-141
"Sacramento Kings",2017,10,1,+442,-588
"Oklahoma City Thunder",2017,10,0,-588,+442
"Denver Nuggets",2017,11,1,-833,+572
"Brooklyn Nets",2017,11,0,+572,-833
"Utah Jazz",2017,11,0,-263,+216
"Philadelphia 76ers",2017,10,1,+216,-263
"San Antonio Spurs",2017,11,1,-172,+148
"Los Angeles Clippers",2017,10,0,+148,-172
"New York Knicks",2017,10,1,+114,-135
"Charlotte Hornets",2017,11,0,-135,+114
"Toronto Raptors",2017,10,1,-714,+504
"Chicago Bulls",2017,9,0,+504,-714
"Cleveland Cavaliers",2017,11,1,-208,+174
"Milwaukee Bucks",2017,10,0,+174,-208
"Indiana Pacers",2017,11,0,+100,-120
"New Orleans Pelicans",2017,11,1,-120,+100
"Washington Wizards",2017,10,0,-526,+401
"Dallas Mavericks",2017,12,1,+401,-526
"Golden State Warriors",2017,11,1,-1429,+810
"Miami Heat",2017,10,0,+810,-1429
"Phoenix Suns",2017,11,0,-105,-112
"Brooklyn Nets",2017,10,1,-112,-105
"Atlanta Hawks",2017,11,0,+275,-345
"Boston Celtics",2017,11,1,-345,+275
"Los Angeles Lakers",2017,10,1,+122,-143
"Memphis Grizzlies",2017,10,0,-143,+122
"Portland Trail Blazers",2017,10,1,+125,-147
"Oklahoma City Thunder",2017,9,0,-147,+125
"Minnesota Timberwolves",2017,10,1,-196,+165
"Charlotte Hornets",2017,10,0,+165,-196
"New York Knicks",2017,9,1,-104,-114
"Indiana Pacers",2017,10,0,-114,-104
"Houston Rockets",2017,11,1,-244,+204
"Utah Jazz",2017,10,0,+204,-244
"San Antonio Spurs",2017,10,1,-500,+376
"Phoenix Suns",2017,10,0,+376,-500
"Orlando Magic",2017,10,0,+136,-161
"Boston Celtics",2017,10,1,-161,+136
"Toronto Raptors",2017,9,0,-263,+219
"Washington Wizards",2017,9,1,+219,-263
"Los Angeles Clippers",2017,9,0,-213,+179
"Miami Heat",2017,9,1,+179,-213
"Cleveland Cavaliers",2017,10,0,-909,+592
"Atlanta Hawks",2017,10,1,+592,-909
"Denver Nuggets",2017,10,0,+308,-400
"Golden State Warriors",2017,10,1,-400,+308
"Chicago Bulls",2017,8,0,+177,-217
"New Orleans Pelicans",2017,10,1,-217,+177
"Minnesota Timberwolves",2017,9,1,-833,+571
"Dallas Mavericks",2017,11,0,+571,-833
"Detroit Pistons",2017,10,1,-400,+319
"Sacramento Kings",2017,9,0,+319,-400
"Los Angeles Clippers",2017,8,0,-204,+170
"Memphis Grizzlies",2017,9,1,+170,-204
"Los Angeles Lakers",2017,9,1,-147,+125
"Brooklyn Nets",2017,9,0,+125,-147
"Oklahoma City Thunder",2017,8,0,-256,+210
"Boston Celtics",2017,9,1,+210,-256
"Denver Nuggets",2017,9,1,-227,+187
"Miami Heat",2017,8,0,+187,-227
"Utah Jazz",2017,9,0,-123,+104
"Toronto Raptors",2017,8,1,+104,-123
"Dallas Mavericks",2017,10,0,+156,-185
"New Orleans Pelicans",2017,9,1,-185,+156
"San Antonio Spurs",2017,9,1,-196,+165
"Charlotte Hornets",2017,9,0,+165,-196
"Atlanta Hawks",2017,9,0,+325,-417
"Houston Rockets",2017,10,1,-417,+325
"New York Knicks",2017,8,1,-179,+150
"Phoenix Suns",2017,9,0,+150,-179
"Detroit Pistons",2017,9,1,-125,+106
"Milwaukee Bucks",2017,9,0,+106,-125
"Orlando Magic",2017,9,0,-333,+268
"Chicago Bulls",2017,7,1,+268,-333
"Philadelphia 76ers",2017,9,1,-189,+159
"Indiana Pacers",2017,9,0,+159,-189
"Washington Wizards",2017,8,0,-149,+127
"Cleveland Cavaliers",2017,9,1,+127,-149
"Portland Trail Blazers",2017,9,1,-244,+204
"Los Angeles Lakers",2017,8,0,+204,-244
"San Antonio Spurs",2017,8,0,+279,-357
"Golden State Warriors",2017,9,1,-357,+279
"Los Angeles Clippers",2017,7,1,-556,+413
"Dallas Mavericks",2017,9,0,+413,-556
"Utah Jazz",2017,8,1,-167,+142
"Portland Trail Blazers",2017,8,0,+142,-167
"Denver Nuggets",2017,8,1,-127,+108
"Toronto Raptors",2017,7,0,+108,-127
"Memphis Grizzlies",2017,8,0,-147,+124
"Orlando Magic",2017,8,1,+124,-147
"New Orleans Pelicans",2017,8,0,-132,+110
"Minnesota Timberwolves",2017,8,1,+110,-132
"New York Knicks",2017,7,0,+194,-238
"Houston Rockets",2017,9,1,-238,+194
"Boston Celtics",2017,8,1,-909,+590
"Sacramento Kings",2017,8,0,+590,-909
"Miami Heat",2017,7,1,-556,+424
"Chicago Bulls",2017,6,0,+424,-556
"Charlotte Hornets",2017,8,1,-169,+144
"Milwaukee Bucks",2017,8,0,+144,-169
"Cleveland Cavaliers",2017,8,0,-526,+388
"Indiana Pacers",2017,8,1,+388,-526
"Philadelphia 76ers",2017,8,1,-323,+256
"Atlanta Hawks",2017,8,0,+256,-323
"Washington Wizards",2017,7,0,-714,+508
"Phoenix Suns",2017,8,1,+508,-714
"Los Angeles Lakers",2017,7,1,+129,-154
"Detroit Pistons",2017,8,0,-154,+129
"Milwaukee Bucks",2017,7,0,+119,-141
"Oklahoma City Thunder",2017,7,1,-141,+119
"Brooklyn Nets",2017,8,0,-185,+158
"Phoenix Suns",2017,7,1,+158,-185
"Indiana Pacers",2017,7,1,-227,+186
"Sacramento Kings",2017,7,0,+186,-227
"Los Angeles Clippers",2017,6,0,+192,-233
"Golden State Warriors",2017,8,1,-233,+192
"Portland Trail Blazers",2017,7,0,-169,+143
"Toronto Raptors",2017,6,1,+143,-169
"Utah Jazz",2017,7,1,-357,+286
"Dallas Mavericks",2017,8,0,+286,-357
"Houston Rockets",2017,8,0,-294,+240
"Philadelphia 76ers",2017,7,1,+240,-294
"Memphis Grizzlies",2017,7,0,-208,+171
"Charlotte Hornets",2017,7,1,+171,-208
"New Orleans Pelicans",2017,7,0,-294,+242
"Orlando Magic",2017,7,1,+242,-294
"Boston Celtics",2017,7,1,-164,+139
"San Antonio Spurs",2017,7,0,+139,-164
"Miami Heat",2017,6,0,+131,-156
"Minnesota Timberwolves",2017,7,1,-156,+131
"New York Knicks",2017,6,1,+152,-179
"Denver Nuggets",2017,7,0,-179,+152
"Golden State Warriors",2017,7,0,-1429,+843
"Detroit Pistons",2017,7,1,+843,-1429
